2.385429469216844041e+02,8.917321796717937454e-01
1.039747786416968722e+02,3.904039848753776409e-01
1.161831822945956247e+02,3.166968765116018325e-01
1.753409667406568815e+02,1.330836513664387377e-01
1.021115015418072431e+02,4.521500414162183956e-01
1.454301949576523043e+02,6.549944119734617543e-01
1.259971009500913368e+02,2.780805432229921381e-01
1.732933578829324119e+02,7.319826373599664926e-01
1.429163191841377625e+02,6.474813995758251783e-01
1.027834988669157497e+02,4.051381654605565874e-01
1.396569886267349716e+02,2.328707186868992085e-01
1.251012791051326190e+02,2.813195409260742519e-01
1.536889384733582347e+02,1.915393159933505562e-01
1.728792712106010754e+02,7.308991512194734641e-01
1.655248198818956098e+02,7.114109100734531399e-01
1.521974597688861763e+02,6.746357616448610539e-01
1.047083709506221396e+02,3.833133403456528976e-01
2.228454166974254917e+02,8.547078330892851072e-01
1.155965319132054816e+02,5.511096920485535344e-01
1.066845710919071593e+02,5.027540906527067088e-01
1.383715996150788499e+02,2.368651062712461841e-01
1.778907231191712128e+02,7.439236050749366003e-01
1.212813842381333131e+02,2.956847793220580556e-01
1.290836203487472460e+02,2.672348854190803591e-01
1.128200261362092931e+02,3.322728252938328408e-01
1.114241286308730707e+02,3.393238633179212482e-01
1.073370139172334632e+02,5.072340691719902095e-01
1.032415006460317954e+02,3.987821933884049264e-01
1.020588793399607397e+02,4.197386866077932321e-01
1.303185087016299804e+02,2.630175348321789341e-01
2.133171545003544338e+02,8.319058965563600472e-01
1.800944749026034799e+02,7.495934650288340606e-01
1.865958213460071420e+02,7.661372368565236846e-01
1.091105939404302347e+02,5.183150313049961211e-01
1.459952072005839909e+02,2.137387164055930266e-01
2.136396844137236712e+02,8.326824012548547094e-01
1.073528954492797567e+02,3.630642627575503267e-01
1.202285229497003769e+02,5.705770364475595269e-01
1.320201835431241761e+02,6.130973267637188640e-01
1.035437150816821514e+02,4.752804756011335119e-01
1.795759589830093717e+02,1.221418385819101893e-01
1.530098897415740282e+02,6.769435135464253461e-01
2.094616437337782884e+02,8.225961868450804015e-01
1.757439315016133321e+02,1.320369289070040253e-01
2.354146845364334979e+02,8.844013086438100579e-01
1.324391644489090254e+02,6.144865681774220878e-01
1.526777979872716458e+02,1.944028649595009317e-01
1.881083906306685662e+02,1.004541744745002241e-01
2.006518132458683681e+02,8.011174129044679182e-01
1.067023497733851656e+02,5.028797245835611163e-01
1.039489965132584786e+02,3.906727351430190343e-01
2.043887040877968388e+02,8.102651704326014892e-01
1.046498203123400970e+02,4.865592104988961664e-01
1.640410646082097799e+02,1.629863289642551893e-01
2.252953063091514707e+02,8.605275557285497756e-01
1.821422698281854764e+02,1.155713264477786772e-01
1.128815431693721365e+02,3.319712217641937468e-01
1.244768487896810996e+02,5.868000594393527614e-01
2.035989255216044285e+02,8.083365472742948254e-01
1.982354696698592988e+02,7.951710308436669150e-01
1.219123747650595675e+02,2.932433453210804286e-01
1.424918640899587672e+02,2.242045390155524842e-01
1.720885037974262275e+02,1.415780308837941703e-01
1.587470063049784983e+02,6.929785529086426310e-01
1.764378659413391972e+02,1.302372288297555802e-01
1.734045997883227415e+02,1.381307664113605727e-01
1.246326811091851567e+02,5.873723504096997061e-01
1.114996050062394914e+02,5.314725197046289429e-01
1.046126581430669660e+02,4.862190263669188273e-01
1.028249488299037182e+02,4.045099819643831474e-01
1.258577419849923587e+02,2.785815269230768054e-01
1.032584979087420720e+02,4.718372088995546054e-01
1.024560429383981983e+02,4.106487084570586976e-01
1.811008453771516429e+02,7.521717655450117501e-01
1.629932216546831114e+02,1.658198317422815704e-01
1.617252394104223185e+02,1.692642655373297056e-01
1.534835727886570567e+02,1.921197058401914737e-01
1.146195346582324390e+02,3.237242849856743487e-01
1.182425723488010476e+02,5.625029097273143153e-01
1.806545765042482117e+02,1.193749838140263364e-01
1.559632705691998069e+02,6.852529172182288963e-01
1.314837393392827494e+02,2.590951196833642389e-01
1.679215355887268686e+02,1.525889059013135207e-01
2.291698423398640898e+02,8.696986891388325258e-01
1.067823733583650920e+02,3.669616344361773530e-01
1.567010164236987180e+02,1.830942259522793936e-01
1.079677272281967220e+02,3.590658481939671409e-01
1.092910415199571759e+02,3.510341642499570369e-01
1.492951061154399781e+02,2.040965127872094165e-01
2.413779953627601458e+02,8.983574283902907576e-01
1.027503034814613585e+02,4.056506890651351283e-01
1.327923553387156232e+02,2.547515013387866567e-01
1.428166804590189543e+02,2.232233608290369320e-01
1.215561238120603491e+02,2.946181020415568064e-01
1.052788781441461765e+02,3.783783573322079263e-01
1.628222010303580589e+02,7.041208509051090081e-01
2.164609527429186357e+02,8.394602684788186053e-01
1.444418342031681561e+02,2.183481798381330385e-01
1.618576692349894586e+02,1.689037050048837196e-01
1.091078752089822075e+02,3.521051965954816731e-01
